update_timestamp,title,news
2022-11-23 08:31:00,Samsung übertrifft sich selbst: Große Android-Updates kommen viel früher,"Wenn ihr ein Samsung-Smartphone oder -Tablet besitzt, dann stehen die Chancen aktuell sehr gut, dass ihr das große Software-Update auf Android 13 und One UI 5.0 schon angeboten bekommt oder viel früher erhaltet, als es von Samsung angekündigt wurde. Das Unternehmen gibt aktuell nämlich richtig Gas und hat einen ambitionierten Plan."
2022-11-23 06:48:00,Kein eigenes Auto? Was die Deutschen stattdessen wollen,"Das eigene Auto ist der Königsweg der Mobilität in Deutschland, ob Elektroantrieb, Diesel oder Benziner. Obwohl es vom E-Bike über das klassische Fahrrad bis zum E-Scooter jede Menge Alternativen gibt, bleibt das Auto die Nummer 1. Doch wie unerschütterlich ist diese Gewissheit wirklich?"
2022-11-22 17:30:00,Vodafone-Störung – hier gibt es heute Probleme,"Durch Umbauarbeiten und technische Probleme kommt es bei Vodafone auch heute zu Störungen. GIGA hält die Probleme im Blick und erklärt, warum ein aktuelles „Vodafone-Down“ euch betreffen kann und welche Dienste Störungen haben."
2022-11-22 16:45:00,Umweltbonus 2023: Skoda macht E‑Auto-Kunden ein großes Versprechen,"Wer sich ein E-Auto kauft oder least, freut sich auf den Umweltbonus. Zumindest noch bis 2023, denn dann gibt es deutlich weniger Geld. Skoda will jetzt sichergehen, dass Käufer eines Elektroautos nicht auf die Förderung verzichten müssen. Wer den Bonus von Skoda einstreichen will, muss aber einiges beachten."
2022-11-22 16:39:00,"Samsung-Nutzer, aufgepasst: Diesen Fehler solltet ihr vermeiden","Einmal Samsung, immer Samsung: Mit exzellenter Elektronik haben sich die Südkoreaner eine treue Nutzerbasis aufgebaut. Wenn die Fanliebe aber auch bei Passwörtern zum Vorschein kommt, kann das schnell nach hinten losgehen. Einen Fehler sollte man vermeiden."
2022-11-22 16:06:00,"Abos im Auto: Mercedes beweist, wie absurd das Modell wirklich ist","Mercedes verpasst seinen E-Autos ein Upgrade, das es in sich hat: Die volle Leistung der Elektro-Schleudern aus Stuttgart lässt sich so per Software freischalten. Doch der Leistungsboost hat seinen Preis – und der haut richtig rein."
2022-11-22 15:54:00,Apple verrät grandiosen Tipp: Geht jetzt auch mit iPhone und iPad ab iOS 16,"Bei der Vielzahl neuer Funktionen und Features vom aktuellen iOS 16 verliert auch ihr bestimmt schon mal den Überblick. Auch deshalb erinnert Apple von Zeit zu Zeit an praktische und teils echt geniale Tipps. Schon gewusst? Auch beim iPhone und iPad könnt ihr euch alle WLAN-Passwörter anzeigen lassen, mit denen eure Geräte bereits verbunden waren."
2022-11-22 15:10:00,WM 2022: Wann spielt Deutschland & wo wird es übertragen?,Die Fußball-Weltmeisterschaft läuft und die ersten Nationen haben gegen den Ball getreten. Fans der deutschen Nationalmannschaft müssen sich noch ein wenig gedulden. Wann spielt Deutschland und wo kann man das erste WM-Spiel des DFB im Live-Stream und TV ansehen?
2022-11-22 14:56:00,Apple Pencil 2 zum Black Friday: Neuer Tiefstpreis für den iPad-Eingabestift,"Auf der Suche nach dem besten Preis für den Apple Pencil der 2. Generation, um das eigene iPad aufzupeppen? Ihr habt ihn jetzt bei Amazon gefunden. Ein absolutes Schnäppchen in der Black-Friday-Woche."
2022-11-22 14:40:00,Geschenkt von der Bundesbank: Cleveres Gadget hilft gegen Falschgeld,"Kurz nicht aufgepasst – und schon hält man eine Blüte in den Händen. Geldwäscher setzen auf die kurzen Momente der Unachtsamkeit, um ihr Falschgeld unter die Leute zu bringen. Ein cleveres Gadget der Bundesbank hilft aber dagegen. Das gibt es für jeden Bürger gratis und versandkostenfrei."
2022-11-22 13:03:00,Elon Musk braucht Hilfe: iPhone-Legende soll es richten,"Bei Twitter geht es drunter und drüber. Neu-Eigentümer Elon Musk lässt kein Stein auf dem anderen, zwischenzeitlich wurden tausende Angestellte rausgeworfen. Einen prominenten Neuzugang gibt es auch: George Hotz. Dauerhaft bleibt die iPhone-Legende aber nicht."
2022-11-22 12:50:00,Ubisoft macht große Ankündigung: Rückkehr zu Steam steht kurz bevor,"Es gab Hinweise, doch nun ist es offiziell. Eine Ubisoft-Sprecherin hat bestätigt, dass einige Ubisoft-Spiele den Weg zurück auf die Plattform Steam finden und das schon nächsten Monat."
2022-11-22 12:48:00,"Zurück bei Disney+: Dieser Film beweist, wie ausgeliefert wir den Streaming-Diensten sind","Praktisch über Nacht ist einer der erfolgreichsten Filme überhaupt aus dem Streaming-Angebot von Disney verschwunden. Doch jetzt ist Avatar – Aufbruch nach Pandora wieder verfügbar. Gerade rechtzeitig, um zu beweisen, was Disney mit diesem Schritt bezweckt hat."
2022-11-22 12:32:00,Xiaomi 13: Neues Top-Handy wird ein kleiner Überflieger,"Mit dem Xiaomi 13 wird in den kommenden Wochen ein neues High-End-Smartphone des chinesischen Herstellers vorgestellt. Schon jetzt sind einige Spezifikationen durchgesickert, die einen starken Konkurrenten für das Samsung Galaxy S23 erwarten lassen."
2022-11-22 12:04:00,Mein Lieblingszubehör von Apple kostet nur 39 Euro,"Welches das beste Apple-Produkt der letzten Monate oder Jahre war, das weiß man vor allem hinterher. Über ein Jahr nach der Anschaffung steht mein persönlicher Favorit fest."
2022-11-22 12:01:00,Amazon schenkt dir 10 Euro: Nicht nur für Apple-Nutzer interessant,"Noch bis zum 28. November hat Amazon etwas zu verschenken. Wer nämlich eine Geschenkkarte von Apple im Shop kauft, der erhält im Anschluss ein Aktionsguthaben in Höhe von 10 Euro direkt bei Amazon. Aktuell scheint die Aktion aber noch mit Startschwierigkeiten zu kämpfen."
2022-11-22 11:57:00,Guardians of the Galaxy Holiday Special: Wann & wo läuft das Weihnachtsspecial im Stream?,"Mit dem „The Guardians of the Galaxy Holiday Special“ erscheint ein Weihnachtsspecial mit kompletter Original-Besetzung. Wann und wo, erfahrt ihr hier."
2022-11-22 11:43:00,Akku für 12.000 Euro: China-Hersteller fährt E-Auto-Start voll an die Wand,"NIO verkauft seine E-Autos in Deutschland nun doch, statt nur auf ein Abo-Modell zu setzen. Was als guter Schritt gedacht war, könnte aber gehörig nach hinten losgehen. Denn die Marke aus China verlangt ab 12.000 Euro zusätzlich zu den bereits hohen Kaufpreisen als Kosten für den Akku – und das ist noch der günstigste."
2022-11-22 11:16:00,Activision Blizzard: Geheimer Deal mit Google aufgetaucht,"Im Jahr 2020 reichte Epic Games Klage gegen Google ein. Grund waren unter anderem wettbewerbswidrige Praktiken. Google zahle wohl dafür, dass Entwickler keine eigenen App-Stores aufmachen. Darunter auch Activision Blizzard."
2022-11-22 11:10:00,Die besten Tarif-Angebote der Woche:  Das sind die Top-Handyverträge,"Zwischen den unzähligen Handyverträgen den besten zu finden, ist nicht leicht – GIGA hilft bei der Suche. Aus allen verfügbaren Angeboten haben wir die Tarife mit dem besten Preis-Leistungs-Verhältnis gefiltert. Die Highlight-Tarife gibt's in diesem Artikel."
2022-11-22 10:49:00,Gaspreisbremse wird erweitert: Zusätzliche Entlastungen kommen,"Eigentlich sollte die Gaspreisbremse erst ab März 2023 gelten. Jetzt wurde bekannt, dass der Gesetzentwurf von der Bundesregierung geändert wurde. Die Entlastungen greifen nun auch rückwirkend, sodass viele Menschen bei den zuletzt stark steigenden Preisen ordentlich sparen dürften."
2022-11-22 09:27:00,Neue WhatsApp-Funktion bringt euch direkt in den Messenger,"WhatsApp bekommt in regelmäßigen Abständen neue Funktionen. Jetzt wurde ein Feature freigeschaltet, welches euch persönlich betrifft. Ihr könnt nämlich einen eigenen Avatar in WhatsApp erstellen und so Teil von WhatsApp werden."
2022-11-22 09:18:00,iPhone 15 wird doch anders: Apple legt bei Form und Material Hand an,"Bei Designänderungen gehört Apple eher zur konservativen Sorte. So verwundert es nicht, dass der Hersteller das grundsätzliche Erscheinungsbild des iPhones immer nur sehr behutsam ändert. Beim iPhone 15 im nächsten Jahr ist es mal wieder so weit."
2022-11-22 08:41:00,Samsung Galaxy S23 Ultra: Sogar ein Wechsel vom S22 Ultra lohnt sich,"Samsung wird schon bald mit dem Galaxy S23 Ultra ein neues High-End-Smartphone vorstellen, welches ein großer Sprung selbst im Vergleich zum Galaxy S22 Ultra sein wird. Neue Details zeigen, dass sich eventuell sogar der direkte Wechsel lohnen könnte. Das gilt zumindest für alle, die die maximale Leistung haben wollen."
2022-11-22 08:14:00,Neues Spiel im Xbox Game Pass: Knallharter Shooter erwartet euch,Gamer mit Xbox Series X|S oder PC können sich dank Game Pass regelmäßig auf neue Spiele freuen. Allerdings werden auch immer wieder Spiele aus dem Abo-Service entfernt. Zum Glück gibt es sofort Ersatz. Jetzt erwartet euch ein Shooter mit jede Menge Action.
2022-11-22 07:15:00,Deswegen dürft ihr am Telefon niemals mit „Ja“ antworten,"Wer einen Anruf von einer unbekannten Nummer bekommt, sollte nie das Wort „Ja“ in den Mund nehmen. Davor warnt nicht nur die Verbraucherzentrale, sondern auch ich persönlich. Denn trotz viel Übung bin ich doch wieder auf eine der Maschen reingefallen – und hab es nicht einmal gemerkt."
2022-11-22 06:42:00,Bittere Pille für Vodafone: Deutsche Kunden spielen nicht mehr mit,"Deutsche Vodafone-Kunden kehren dem Provider den Rücken. Während der Düsseldorfer Anbieter beim Mobilfunk Erfolge melden kann, strauchelt ausgerechnet das Kabelgeschäft, auf das sich Vodafone lange verlassen konnte. Die „schwache Entwicklung in Deutschland“ wird für den Konzern zur Prüfung."
2022-11-22 06:15:00,So einfach könnt ihr die iPhone-Akkulaufzeit verlängern,"Wenn ihr euch ein neues iPhone geholt habt und mit der Akkulaufzeit nicht zufrieden seid, könnt ihr sie ganz einfach verlängern. Dazu muss nur eine Einstellung getroffen werden, die beeinflusst, in welchem Netz sich das iPhone aufhält. Geht ihr diesen Kompromiss ein, erhaltet ihr eine spürbar längere Akkulaufzeit."
2022-11-22 06:15:00,E-Autos können Jobs kosten: Das will der Ford-Chef dagegen tun,E-Autos sind nicht nur für Kunden eine Umstellung. Auch die Hersteller müssen in kurzer Zeit enorme Veränderungen stemmen. Für Ford-Chef Jim Farley stellt der Wechsel auf Elektroantrieb jede Menge Arbeitsplätze infrage. Doch er hat einen Plan.
2022-10-28 20:55:00,Letzte Chance: Foto-Special bei GIGA – 3 Vollversionen kostenlos zum Download,Nur noch heute bekommt ihr im Rahmen eines Foto-Specials bei GIGA drei normalerweise kostenpflichtige Windows-Vollversionen aus dem Themenbereich Foto gratis zum Download. Details zu den Programmen sowie die zugehörigen Downloadmöglichkeiten findet ihr im folgenden Artikel.
2022-10-28 18:15:00,MediaMarkt verrät: So viel spart ihr wirklich bei Rabattaktionen,"MediaMarkt veranstaltet regelmäßig Rabattaktionen mit oft ziemlich guten Preisen. Doch ihr müsst genau hinschauen, ob ihr wirklich ein Schnäppchen macht. Meist sind die Preise nämlich nur etwas günstiger als zuvor, obwohl ein höherer Rabatt suggeriert wird. Genau deswegen hat MediaMarkt jetzt eine Transparenz-Aktion gestartet, in der der zuletzt niedrigste Preis angezeigt wird. So erkennt ihr besser, ob das Angebot..."
2022-10-28 17:32:00,Aufatmen für Autokäufer? Trendwende bei Neuwagen deutet sich an,"Wer sich ein neues Auto zulegen will oder muss, hat keine gute Zeit erwischt. Die Preise klettern noch immer weiter, Sparer und Schnäppchenjäger müssen zusehen, wo sie bleiben. Doch inzwischen gibt es erste Anzeichen, dass sich der Wind bald drehen könnte."
2022-10-28 17:30:00,"Sky dreht an der Preisschraube: Kunden zahlen bis 9,99 Euro im Monat mehr","Jetzt wird auch noch Sky teurer: Bestandskunden, bei denen der Vertrag ausläuft, sollen bis zu 9,99 Euro mehr im Monat zahlen. Mehr Inhalte gibt es aber nicht zu sehen. Neukunden sind von der Preiserhöhung zunächst ausgenommen."
2022-10-28 17:25:00,"Sonos Super-Sale: Lautsprecher, Heimkino-Sets & Co. zum Sparpreis","Lautsprecher, Soundbars oder ganze Heimkino- und Entertainment-Sets – bei tink könnt ihr euch jetzt für kurze Zeit geniale Sound-Schnäppchen von Sonos sichern. Wir zeigen euch, welche Deals sich besonders lohnen und wie ihr on top noch extra sparen könnt."
2022-10-28 16:35:00,Schlappe für Xiaomi: Weg zur Smartphone-Krone wird länger,"Xiaomi hat sich zu einem der größten und wichtigsten Smartphone-Hersteller der Welt hochgearbeitet. Das chinesische Unternehmen möchte Samsung und Apple schlagen, um die Nummer eins zu werden. Das Ziel rückt aber in weite Ferne, denn die Verkaufszahlen sinken."
2022-10-28 16:30:00,Paywall bei Telegram: Für manche Beiträge sollt ihr jetzt zahlen,"Der Messenger Telegram experimentiert offenbar mit kostenpflichtigen Beiträgen. Erste Nutzer stehen bereits vor der neuen Bezahlschranke. Nur wer zahlt, bekommt Inhalte zu sehen. Telegram hat sich noch nicht offiziell geäußert, bislang handelt es sich nur um einen kleinen Test."
2022-10-28 15:30:00,Microsoft begräbt Hoffnung: Auf die Streaming-Xbox könnt ihr lange warten,"Zu früh gefreut: Nachdem Xbox-Chef Phil Spencer bereits mehr oder weniger versehentlich einen Prototyp gezeigt hatte, folgt jetzt der Dämpfer. Mit einer Xbox-Konsole für Streaming ist in nächster Zeit nicht zu rechnen, wie Spencer bestätigt. Am Projekt Keystone wird aber weiter gearbeitet."
2022-10-28 15:12:00,iPhone 15 ganz anders: Bei Apple rappelt es in der Kiste,"Schon jetzt wird ein spannendes Detail des iPhone 15 bekannt, auch wenn die neuen Apple-Handys erst im Herbst 2023 erwartet werden. Zumindest bei den beiden Pro-Modellen wird’s dann wortwörtlich ordentlich rappeln beziehungsweise vibrieren – aus gutem Grund."
2022-10-28 14:30:00,Elon Musk übernimmt Twitter: Bisherige Chefs fliegen raus,Der reichste Mensch der Welt hat Twitter endgültig für eine Kaufsumme von 44 Milliarden US-Dollar übernommen. In einem ersten Schritt hat sich Musk der Führungsetage entledigt. Sie sollen bereits aus dem Twitter-Hauptquartier eskortiert worden sein.
2022-10-28 13:30:00,Pixel-Handys von der Konkurrenz abgehängt – doch Google stört das nicht,In neueren Pixel-Smartphones lässt Google seinen eigenen Tensor-Prozess zum Einsatz kommen. In Benchmarks liegen die Handys hinter denen der Konkurrenz oft zurück – doch das ist laut Google überhaupt kein Problem. Ein anderes Thema sei viel wichtiger als die Spitzenleistung.
2022-10-28 13:19:00,Xbox Series X|S: Microsoft-Chef feiert großen Rekord,"Microsoft kann zufrieden sein. Auch wenn die Xbox Series X|S im direkten Konkurrenzkampf mit der PlayStation 5 hinterherhinkt, ist sie doch ein großer Erfolg. Auch die Vorgänger-Konsolen können da nicht mithalten."
2022-10-28 13:01:00,Samsung verrät: So erfolgreich ist das Galaxy S22 wirklich,"Das Samsung Galaxy S22 war im Vergleich zum Galaxy S21 nur ein kleines Upgrade – zumindest, wenn man das Galaxy S22 Ultra ausschließt. Letzteres wurde komplett neu entwickelt und übernimmt Fähigkeiten vom eingestellten Galaxy Note. Genau das soll auch das Erfolgsrezept von Samsung gewesen sein, wie das Unternehmen mit den Galaxy-S22-Handys mehr verdient hat als mit den Galaxy-S21-Modellen."
2022-10-28 12:52:00,Silent Hill: Alle Teile des Horrorspiel-Klassikers im Überblick,Mit dem ersten Teil revolutionierte die Reihe das Horror-Genre. Nun feiert sie ihre Rückkehr. Wir zeigen euch alle Silent-Hill-Spiele im Überblick.
2022-10-28 12:22:00,Wärmepumpe: So ermittelt ihr den Stromverbrauch,"Wärmepumpen sind eine Alternative, um das Haus und das Warmwasser zu beheizen. Wir zeigen, wir ihr den Stromverbrauch berechnet."
2022-10-28 12:04:00,E-Autos in der Bredouille: Zulieferer schlagen Alarm,"Verbrenner sind Geschichte, E-Autos die Zukunft. Darauf stellen sich immer mehr Hersteller ein, auch die EU will es so. Doch ganz so einfach ist das alles nicht. Zwei der größten Automobilzulieferer sehen große Probleme für den Erfolg von Elektroautos kommen. Damit sind sie nicht alleine."
2022-10-28 11:59:00,Fußball live 1. FC Slovacko – 1. FC Köln im Live-Stream & TV heute: Wo sieht man die Übertragung?,Gestern wurde das Köln-Spiel in der Conference League nach 7 Minuten unterbrochen. Heute wird der Rest nachgeholt. Ihr könnt die Übertragung des Spiels zwischen dem 1. FC Köln und 1. FC Slovacko im Live-Stream bei RTL+ einschalten. Los geht es um 13 Uhr.
2022-10-28 11:54:00,Call of Duty: Modern Warfare 2 – Disc-Version stellt euch vor ein riesiges Problem,"Das nächste Call of Duty ist da. Der neuste Teil der Shooter-Reihe mit dem Namen Modern Warfare 2 wird dabei komplett digital, aber auch traditionell auf einer Disc verkauft. Um einen gewaltigen Download kommt ihr aber in beiden Fällen nicht herum."
2022-10-28 11:29:00,Nothing Ear Stick ausprobiert: Durchsichtiger Fashion-Kopfhörer,"Die Flut an True-Wireless-Kopfhörern reisst einfach nicht ab. Wie soll sich da ein neues Modell überhaupt noch von der Masse abheben? Die Marke Nothing hat den Dreh vielleicht raus – im wahrsten Sinne des Wortes, wie unser Hands-On zeigt."
2022-10-28 10:59:00,„John Wick“-Reihenfolge: So schaut ihr die Action-Reihe richtig,"Die „John Wick“-Reihe zeichnet sich durch harte Action und einen coolen Keanu Reeves aus. Wir verraten euch, in welcher Reihenfolge ihr die Filme schauen solltet."
2022-10-28 09:36:00,7 Gratis-Games: Amazon verschenkt Fallout: New Vegas & weitere Highlights,"Im November spendiert euch Amazon gleich 7 neue Gratis-Games – darunter auch das RPG-Highlight Fallout: New Vegas. Wir zeigen euch hier, worauf ihr euch diesen Monat bei Prime Gaming freuen könnt."
2022-10-28 09:34:00,Galaxy S23 Ultra: Samsung erreicht bei der Kamera komplett neues Level,Samsung wird in einigen Monaten das Galaxy S23 Ultra als neues Flaggschiff-Smartphone vorstellen. Dort soll eine komplett neue 200-MP-Kamera zum Einsatz kommen. Bisher waren die Erwartungen an die Bildqualität eher gedämpft. Tatsächlich soll die Kamera des Galaxy S23 Ultra aber sehr gut werden.
2022-10-28 09:34:00,EU-Entscheidung gefallen: Verbrenner-Aus kommt 2035 – doch es gibt einen Haken,"Das Verbrenner-Aus in der EU ab 2035 steht. Darauf haben sich Parlament und die Mitgliedsstaaten geeinigt, nachdem zuvor die EU-Kommission den Plan gefasst hatte. Von dem Jahr an sollen demnach nur noch emissionsfreie Autos innerhalb der EU verkauft werden können. Doch es gibt ein Schlupfloch."
2022-10-28 09:03:00,iPad 2022 ausgebremst: Weitere fiese Beschränkung Apples aufgedeckt,"Das neue iPad der 10. Generation des Jahrgangs 2022 steht erneut in der Kritik. Nicht nur ist es viel teurer als der Vorgänger, auch wird das Tablet offensichtlich bewusst bei den Features beschnitten. Jetzt wird bekannt: Apple hat noch eine weitere Beschränkung verbaut, die der Hersteller bisher verschweigt – richtig fies."
2022-10-28 08:48:00,Redmi Note 12 vorgestellt: Günstiges Xiaomi-Handy der Superlative,"Xiaomi hat heute die Redmi-Note-12-Smartphones offiziell vorgestellt und dort tatsächlich Funktionen integriert, die nicht einmal die teuren High-End-Smartphones besitzen. Das Redmi Note 12 Discovery Edition stellt dabei die Speerspitze mit der 210-Watt-Schnellladefunktion dar."
2022-10-27 18:15:00,Samsung-Handys: So einfach bekommt ihr Speicherplatz zurück,"Samsung hat vor einiger Zeit eine neue Funktion eingeführt, die euch zwar mehr Arbeitsspeicher zur Verfügung stellt, gleichzeitig aber Speicherplatz kostet. Dieses Feature wurde immer wieder ausgebaut, bekommt jetzt aber eine wichtige Eigenschaft spendiert, die eigentlich von Beginn an schon hätte da sein müssen."
2022-10-27 16:40:00,Rundfunkbeitrag geprellt? Beitragsservice nimmt Gratis-Gucker ins Visier,"Ob man will oder nicht: Der Rundfunkbeitrag ist Pflicht in Deutschland. 18,36 Euro müssen Haushalte pro Monat für ARD, ZDF und Deutschlandradio zahlen. Einige entziehen sich aber der Finanzierung und gucken schwarz. Das will der Beitragsservice nicht hinnehmen und tut sich deshalb mit dem Einwohnermeldeamt zusammen."
2022-10-27 16:30:00,Samsung mit Problemen: So ein schlechtes Ergebnis gab es lange nicht,Selbst bei Samsung läuft es nicht mehr so richtig: Erstmals seit drei Jahren hat der Konzern weniger Gewinn gemacht. Den schwachen PC- und Speicher-Markt bekommt Samsung deutlich zu spüren – doch Smartphones verkaufen sich trotzdem bestens.
